age,unit,sex,indic_em,geo,year,employment
Y20-64,THS_PER,T,ACT,EL,2000 ,4406 
Y20-64,THS_PER,T,ACT,ES,2000 ,17341 
Y20-64,THS_PER,T,ACT,EU15,2000 ,165369 
Y20-64,THS_PER,T,ACT,EU27_2020,2000 ,186419 
Y20-64,THS_PER,T,ACT,EU28,2000 ,213141 
Y20-64,THS_PER,T,ACT,FI,2000 ,2462 b
Y20-64,THS_PER,T,ACT,FR,2000 ,: 
Y20-64,THS_PER,T,ACT,FX,2000 ,25194 e
Y20-64,THS_PER,T,ACT,HR,2000 ,1726 e
Y20-64,THS_PER,T,ACT,HU,2000 ,3999 
Y20-64,THS_PER,T,ACT,IE,2000 ,1664 
Y20-64,THS_PER,T,ACT,IS,2000 ,: 
Y20-64,THS_PER,T,ACT,IT,2000 ,22697 
Y20-64,THS_PER,T,ACT,LT,2000 ,1610 e
Y20-64,THS_PER,T,ACT,LU,2000 ,181 e
Y20-64,THS_PER,T,ACT,LV,2000 ,1051 e
Y20-64,THS_PER,T,ACT,ME,2000 ,: 
Y20-64,THS_PER,T,ACT,MK,2000 ,: 
Y20-64,THS_PER,T,ACT,MT,2000 ,141 e
Y20-64,THS_PER,T,ACT,NL,2000 ,7476 
Y20-64,THS_PER,T,ACT,NO,2000 ,2176 
Y20-64,THS_PER,T,ACT,PL,2000 ,16617 b
Y20-64,THS_PER,T,ACT,PT,2000 ,4777 
Y20-64,THS_PER,T,ACT,RO,2000 ,9994 
Y20-64,THS_PER,T,ACT,RS,2000 ,: 
Y20-64,THS_PER,T,ACT,SE,2000 ,4207 e
Y20-64,THS_PER,T,ACT,SI,2000 ,922 
Y20-64,THS_PER,T,ACT,SK,2000 ,2495 
Y20-64,THS_PER,T,ACT,TR,2000 ,: 
Y20-64,THS_PER,T,ACT,UK,2000 ,26722 
Y20-64,THS_PER,T,EMP_LFS,AT,2000 ,3506 
Y20-64,THS_PER,T,EMP_LFS,BE,2000 ,4018 
Y20-64,THS_PER,T,EMP_LFS,BG,2000 ,2741 
Y20-64,THS_PER,T,EMP_LFS,CH,2000 ,: 
Y20-64,THS_PER,T,EMP_LFS,CY,2000 ,284 e
Y20-64,THS_PER,T,EMP_LFS,CZ,2000 ,4571 
Y20-64,THS_PER,T,EMP_LFS,DE,2000 ,34631 e
Y20-64,THS_PER,T,EMP_LFS,DK,2000 ,2531 
Y20-64,THS_PER,T,EMP_LFS,EA19,2000 ,126530 
Y20-64,THS_PER,T,EMP_LFS,EE,2000 ,559 b
Y20-64,THS_PER,T,EMP_LFS,EL,2000 ,3924 
Y20-64,THS_PER,T,EMP_LFS,ES,2000 ,15031 
Y20-64,THS_PER,T,EMP_LFS,EU15,2000 ,152301 
Y20-64,THS_PER,T,EMP_LFS,EU27_2020,2000 ,168816 
Y20-64,THS_PER,T,EMP_LFS,EU28,2000 ,194234 
Y20-64,THS_PER,T,EMP_LFS,FI,2000 ,2242 b
Y20-64,THS_PER,T,EMP_LFS,FR,2000 ,: 
Y20-64,THS_PER,T,EMP_LFS,FX,2000 ,22953 e
Y20-64,THS_PER,T,EMP_LFS,HR,2000 ,1468 e
Y20-64,THS_PER,T,EMP_LFS,HU,2000 ,3754 
Y20-64,THS_PER,T,EMP_LFS,IE,2000 ,1597 
Y20-64,THS_PER,T,EMP_LFS,IS,2000 ,: 
Y20-64,THS_PER,T,EMP_LFS,IT,2000 ,20418 
Y20-64,THS_PER,T,EMP_LFS,JP,2000 ,58460 
Y20-64,THS_PER,T,EMP_LFS,LT,2000 ,1350 e
Y20-64,THS_PER,T,EMP_LFS,LU,2000 ,177 e
Y20-64,THS_PER,T,EMP_LFS,LV,2000 ,904 e
Y20-64,THS_PER,T,EMP_LFS,ME,2000 ,: 
Y20-64,THS_PER,T,EMP_LFS,MK,2000 ,: 
Y20-64,THS_PER,T,EMP_LFS,MT,2000 ,134 e
Y20-64,THS_PER,T,EMP_LFS,NL,2000 ,7286 
Y20-64,THS_PER,T,EMP_LFS,NO,2000 ,2118 
Y20-64,THS_PER,T,EMP_LFS,PL,2000 ,13967 b
Y20-64,THS_PER,T,EMP_LFS,PT,2000 ,4587 
Y20-64,THS_PER,T,EMP_LFS,RO,2000 ,9272 
Y20-64,THS_PER,T,EMP_LFS,RS,2000 ,: 
Y20-64,THS_PER,T,EMP_LFS,SE,2000 ,3982 e
Y20-64,THS_PER,T,EMP_LFS,SI,2000 ,862 
Y20-64,THS_PER,T,EMP_LFS,SK,2000 ,2067 
Y20-64,THS_PER,T,EMP_LFS,TR,2000 ,: 
Y20-64,THS_PER,T,EMP_LFS,UK,2000 ,25418 
Y20-64,THS_PER,T,EMP_LFS,US,2000 ,125523 
Y25-54,PC_POP,F,ACT,AT,2000 ,76.5 
Y25-54,PC_POP,F,ACT,BE,2000 ,72.7 
Y25-54,PC_POP,F,ACT,BG,2000 ,78.0 
Y25-54,PC_POP,F,ACT,CH,2000 ,: 
Y25-54,PC_POP,F,ACT,CY,2000 ,69.2 e
Y25-54,PC_POP,F,ACT,CZ,2000 ,81.8 
Y25-54,PC_POP,F,ACT,DE,2000 ,76.9 e
Y25-54,PC_POP,F,ACT,DK,2000 ,84.0 
Y25-54,PC_POP,F,ACT,EA19,2000 ,71.3 
Y25-54,PC_POP,F,ACT,EE,2000 ,83.8 b
Y25-54,PC_POP,F,ACT,EL,2000 ,62.0 
Y25-54,PC_POP,F,ACT,ES,2000 ,62.8 
Y25-54,PC_POP,F,ACT,EU15,2000 ,72.1 
Y25-54,PC_POP,F,ACT,EU27_2020,2000 ,72.8 
Y25-54,PC_POP,F,ACT,EU28,2000 ,73.2 
Y25-54,PC_POP,F,ACT,FI,2000 ,84.9 b
Y25-54,PC_POP,F,ACT,FR,2000 ,: 
Y25-54,PC_POP,F,ACT,FX,2000 ,78.2 e
Y25-54,PC_POP,F,ACT,HR,2000 ,74.8 e
Y25-54,PC_POP,F,ACT,HU,2000 ,70.4 
Y25-54,PC_POP,F,ACT,IE,2000 ,64.9 
Y25-54,PC_POP,F,ACT,IS,2000 ,: 
Y25-54,PC_POP,F,ACT,IT,2000 ,57.9 
Y25-54,PC_POP,F,ACT,LT,2000 ,88.2 e
Y25-54,PC_POP,F,ACT,LU,2000 ,64.3 e
Y25-54,PC_POP,F,ACT,LV,2000 ,83.0 e
Y25-54,PC_POP,F,ACT,ME,2000 ,: 
Y25-54,PC_POP,F,ACT,MK,2000 ,: 
Y25-54,PC_POP,F,ACT,MT,2000 ,34.1 e
Y25-54,PC_POP,F,ACT,NL,2000 ,73.2 
Y25-54,PC_POP,F,ACT,NO,2000 ,83.4 
Y25-54,PC_POP,F,ACT,PL,2000 ,76.5 b
Y25-54,PC_POP,F,ACT,PT,2000 ,77.4 
Y25-54,PC_POP,F,ACT,RO,2000 ,76.0 
Y25-54,PC_POP,F,ACT,RS,2000 ,: 
Y25-54,PC_POP,F,ACT,SE,2000 ,84.9 e
Y25-54,PC_POP,F,ACT,SI,2000 ,84.2 
Y25-54,PC_POP,F,ACT,SK,2000 ,82.9 
Y25-54,PC_POP,F,ACT,TR,2000 ,: 
Y25-54,PC_POP,F,ACT,UK,2000 ,76.2 
Y25-54,PC_POP,F,EMP_LFS,AT,2000 ,73.8 
Y25-54,PC_POP,F,EMP_LFS,BE,2000 ,67.2 
Y25-54,PC_POP,F,EMP_LFS,BG,2000 ,66.3 
Y25-54,PC_POP,F,EMP_LFS,CH,2000 ,: 
Y25-54,PC_POP,F,EMP_LFS,CY,2000 ,64.6 e
Y25-54,PC_POP,F,EMP_LFS,CZ,2000 ,73.7 
Y25-54,PC_POP,F,EMP_LFS,DE,2000 ,71.1 e
Y25-54,PC_POP,F,EMP_LFS,DK,2000 ,79.8 
Y25-54,PC_POP,F,EMP_LFS,EA19,2000 ,64.1 
Y25-54,PC_POP,F,EMP_LFS,EE,2000 ,72.9 b
Y25-54,PC_POP,F,EMP_LFS,EL,2000 ,52.7 
Y25-54,PC_POP,F,EMP_LFS,ES,2000 ,51.0 
Y25-54,PC_POP,F,EMP_LFS,EU15,2000 ,65.8 
Y25-54,PC_POP,F,EMP_LFS,EU27_2020,2000 ,65.3 
Y25-54,PC_POP,F,EMP_LFS,EU28,2000 ,66.3 
Y25-54,PC_POP,F,EMP_LFS,FI,2000 ,77.4 b
Y25-54,PC_POP,F,EMP_LFS,FR,2000 ,: 
Y25-54,PC_POP,F,EMP_LFS,FX,2000 ,70.1 e
Y25-54,PC_POP,F,EMP_LFS,HR,2000 ,63.5 e
Y25-54,PC_POP,F,EMP_LFS,HU,2000 ,66.9 
Y25-54,PC_POP,F,EMP_LFS,IE,2000 ,62.2 
Y25-54,PC_POP,F,EMP_LFS,IS,2000 ,: 
Y25-54,PC_POP,F,EMP_LFS,IT,2000 ,50.9 
Y25-54,PC_POP,F,EMP_LFS,LT,2000 ,76.3 e
Y25-54,PC_POP,F,EMP_LFS,LU,2000 ,62.5 e
Y25-54,PC_POP,F,EMP_LFS,LV,2000 ,72.3 e
Y25-54,PC_POP,F,EMP_LFS,ME,2000 ,: 
Y25-54,PC_POP,F,EMP_LFS,MK,2000 ,: 
Y25-54,PC_POP,F,EMP_LFS,MT,2000 ,32.5 e
Y25-54,PC_POP,F,EMP_LFS,NL,2000 ,70.8 
Y25-54,PC_POP,F,EMP_LFS,NO,2000 ,81.6 
Y25-54,PC_POP,F,EMP_LFS,PL,2000 ,64.3 b
Y25-54,PC_POP,F,EMP_LFS,PT,2000 ,73.9 
Y25-54,PC_POP,F,EMP_LFS,RO,2000 ,71.2 
Y25-54,PC_POP,F,EMP_LFS,RS,2000 ,: 
Y25-54,PC_POP,F,EMP_LFS,SE,2000 ,81.1 e
Y25-54,PC_POP,F,EMP_LFS,SI,2000 ,79.3 
Y25-54,PC_POP,F,EMP_LFS,SK,2000 ,69.8 
Y25-54,PC_POP,F,EMP_LFS,TR,2000 ,: 
Y25-54,PC_POP,F,EMP_LFS,UK,2000 ,73.2 
Y25-54,PC_POP,M,ACT,AT,2000 ,94.0 
Y25-54,PC_POP,M,ACT,BE,2000 ,91.8 
Y25-54,PC_POP,M,ACT,BG,2000 ,83.3 
Y25-54,PC_POP,M,ACT,CH,2000 ,: 
Y25-54,PC_POP,M,ACT,CY,2000 ,95.1 e
Y25-54,PC_POP,M,ACT,CZ,2000 ,94.9 
Y25-54,PC_POP,M,ACT,DE,2000 ,93.6 e
Y25-54,PC_POP,M,ACT,DK,2000 ,91.7 
Y25-54,PC_POP,M,ACT,EA19,2000 ,92.9 
Y25-54,PC_POP,M,ACT,EE,2000 ,89.8 b
Y25-54,PC_POP,M,ACT,EL,2000 ,94.4 
Y25-54,PC_POP,M,ACT,ES,2000 ,93.1 
Y25-54,PC_POP,M,ACT,EU15,2000 ,92.7 
Y25-54,PC_POP,M,ACT,EU27_2020,2000 ,91.8 
Y25-54,PC_POP,M,ACT,EU28,2000 ,91.8 
Y25-54,PC_POP,M,ACT,FI,2000 ,90.8 b
Y25-54,PC_POP,M,ACT,FR,2000 ,: 
Y25-54,PC_POP,M,ACT,FX,2000 ,94.1 e
Y25-54,PC_POP,M,ACT,HR,2000 ,86.4 e
Y25-54,PC_POP,M,ACT,HU,2000 ,84.4 
Y25-54,PC_POP,M,ACT,IE,2000 ,92.0 
Y25-54,PC_POP,M,ACT,IS,2000 ,: 
Y25-54,PC_POP,M,ACT,IT,2000 ,90.6 
Y25-54,PC_POP,M,ACT,LT,2000 ,89.9 e
Y25-54,PC_POP,M,ACT,LU,2000 ,94.2 e
Y25-54,PC_POP,M,ACT,LV,2000 ,88.5 e
Y25-54,PC_POP,M,ACT,ME,2000 ,: 
Y25-54,PC_POP,M,ACT,MK,2000 ,: 
Y25-54,PC_POP,M,ACT,MT,2000 ,93.6 e
Y25-54,PC_POP,M,ACT,NL,2000 ,93.9 
Y25-54,PC_POP,M,ACT,NO,2000 ,91.2 
Y25-54,PC_POP,M,ACT,PL,2000 ,88.3 b
Y25-54,PC_POP,M,ACT,PT,2000 ,92.5 
Y25-54,PC_POP,M,ACT,RO,2000 ,90.0 
Y25-54,PC_POP,M,ACT,RS,2000 ,: 
Y25-54,PC_POP,M,ACT,SE,2000 ,89.1 e
Y25-54,PC_POP,M,ACT,SI,2000 ,90.6 
Y25-54,PC_POP,M,ACT,SK,2000 ,93.9 
Y25-54,PC_POP,M,ACT,TR,2000 ,: 
Y25-54,PC_POP,M,ACT,UK,2000 ,91.8 
Y25-54,PC_POP,M,EMP_LFS,AT,2000 ,91.4 
Y25-54,PC_POP,M,EMP_LFS,BE,2000 ,87.3 
Y25-54,PC_POP,M,EMP_LFS,BG,2000 ,70.8 
Y25-54,PC_POP,M,EMP_LFS,CH,2000 ,: 
Y25-54,PC_POP,M,EMP_LFS,CY,2000 ,92.6 e
Y25-54,PC_POP,M,EMP_LFS,CZ,2000 ,89.3 
Y25-54,PC_POP,M,EMP_LFS,DE,2000 ,87.2 e
Y25-54,PC_POP,M,EMP_LFS,DK,2000 ,88.5 
Y25-54,PC_POP,M,EMP_LFS,EA19,2000 ,86.8 
Y25-54,PC_POP,M,EMP_LFS,EE,2000 ,76.2 b
Y25-54,PC_POP,M,EMP_LFS,EL,2000 ,88.5 
Y25-54,PC_POP,M,EMP_LFS,ES,2000 ,85.7 
Y25-54,PC_POP,M,EMP_LFS,EU15,2000 ,87.2 
Y25-54,PC_POP,M,EMP_LFS,EU27_2020,2000 ,85.3 
Y25-54,PC_POP,M,EMP_LFS,EU28,2000 ,85.6 
Y25-54,PC_POP,M,EMP_LFS,FI,2000 ,84.2 b
Y25-54,PC_POP,M,EMP_LFS,FR,2000 ,: 
Y25-54,PC_POP,M,EMP_LFS,FX,2000 ,88.1 e
Y25-54,PC_POP,M,EMP_LFS,HR,2000 ,76.1 e
Y25-54,PC_POP,M,EMP_LFS,HU,2000 ,79.2 
Y25-54,PC_POP,M,EMP_LFS,IE,2000 ,88.5 
Y25-54,PC_POP,M,EMP_LFS,IS,2000 ,: 
Y25-54,PC_POP,M,EMP_LFS,IT,2000 ,84.9 
Y25-54,PC_POP,M,EMP_LFS,LT,2000 ,73.9 e
Y25-54,PC_POP,M,EMP_LFS,LU,2000 ,92.9 e
Y25-54,PC_POP,M,EMP_LFS,LV,2000 ,75.0 e
Y25-54,PC_POP,M,EMP_LFS,ME,2000 ,: 
Y25-54,PC_POP,M,EMP_LFS,MK,2000 ,: 
Y25-54,PC_POP,M,EMP_LFS,MT,2000 ,89.0 e
Y25-54,PC_POP,M,EMP_LFS,NL,2000 ,92.2 
Y25-54,PC_POP,M,EMP_LFS,NO,2000 ,88.9 
Y25-54,PC_POP,M,EMP_LFS,PL,2000 ,77.6 b
Y25-54,PC_POP,M,EMP_LFS,PT,2000 ,90.0 
Y25-54,PC_POP,M,EMP_LFS,RO,2000 ,83.7 
Y25-54,PC_POP,M,EMP_LFS,RS,2000 ,: 
Y25-54,PC_POP,M,EMP_LFS,SE,2000 ,84.7 e
Y25-54,PC_POP,M,EMP_LFS,SI,2000 ,85.7 
Y25-54,PC_POP,M,EMP_LFS,SK,2000 ,79.6 
Y25-54,PC_POP,M,EMP_LFS,TR,2000 ,: 
Y25-54,PC_POP,M,EMP_LFS,UK,2000 ,87.4 
Y25-54,PC_POP,T,ACT,AT,2000 ,85.3 
Y25-54,PC_POP,T,ACT,BE,2000 ,82.4 
Y25-54,PC_POP,T,ACT,BG,2000 ,80.6 
Y25-54,PC_POP,T,ACT,CH,2000 ,: 
Y25-54,PC_POP,T,ACT,CY,2000 ,81.9 e
Y25-54,PC_POP,T,ACT,CZ,2000 ,88.4 
Y25-54,PC_POP,T,ACT,DE,2000 ,85.4 e
Y25-54,PC_POP,T,ACT,DK,2000 ,87.9 
Y25-54,PC_POP,T,ACT,EA19,2000 ,82.1 
Y25-54,PC_POP,T,ACT,EE,2000 ,86.8 b
Y25-54,PC_POP,T,ACT,EL,2000 ,78.1 
Y25-54,PC_POP,T,ACT,ES,2000 ,78.0 
Y25-54,PC_POP,T,ACT,EU15,2000 ,82.4 
Y25-54,PC_POP,T,ACT,EU27_2020,2000 ,82.4 
Y25-54,PC_POP,T,ACT,EU28,2000 ,82.5 
Y25-54,PC_POP,T,ACT,FI,2000 ,87.9 b
Y25-54,PC_POP,T,ACT,FR,2000 ,: 
Y25-54,PC_POP,T,ACT,FX,2000 ,86.0 e
Y25-54,PC_POP,T,ACT,HR,2000 ,80.5 e
Y25-54,PC_POP,T,ACT,HU,2000 ,77.3 
Y25-54,PC_POP,T,ACT,IE,2000 ,78.5 
Y25-54,PC_POP,T,ACT,IS,2000 ,: 
Y25-54,PC_POP,T,ACT,IT,2000 ,74.3 
Y25-54,PC_POP,T,ACT,LT,2000 ,89.0 e
Y25-54,PC_POP,T,ACT,LU,2000 ,79.5 e
Y25-54,PC_POP,T,ACT,LV,2000 ,85.6 e
Y25-54,PC_POP,T,ACT,ME,2000 ,: 
Y25-54,PC_POP,T,ACT,MK,2000 ,: 
Y25-54,PC_POP,T,ACT,MT,2000 ,64.1 e
Y25-54,PC_POP,T,ACT,NL,2000 ,83.7 
Y25-54,PC_POP,T,ACT,NO,2000 ,87.4 
Y25-54,PC_POP,T,ACT,PL,2000 ,82.4 b
Y25-54,PC_POP,T,ACT,PT,2000 ,84.8 
Y25-54,PC_POP,T,ACT,RO,2000 ,83.0 
Y25-54,PC_POP,T,ACT,RS,2000 ,: 
Y25-54,PC_POP,T,ACT,SE,2000 ,87.1 e
Y25-54,PC_POP,T,ACT,SI,2000 ,87.4 
Y25-54,PC_POP,T,ACT,SK,2000 ,88.4 
Y25-54,PC_POP,T,ACT,TR,2000 ,: 
Y25-54,PC_POP,T,ACT,UK,2000 ,83.9 
Y25-54,PC_POP,T,EMP_LFS,AT,2000 ,82.6 
Y25-54,PC_POP,T,EMP_LFS,BE,2000 ,77.4 
Y25-54,PC_POP,T,EMP_LFS,BG,2000 ,68.5 
Y25-54,PC_POP,T,EMP_LFS,CH,2000 ,: 
Y25-54,PC_POP,T,EMP_LFS,CY,2000 ,78.3 e
Y25-54,PC_POP,T,EMP_LFS,CZ,2000 ,81.6 
Y25-54,PC_POP,T,EMP_LFS,DE,2000 ,79.3 e
Y25-54,PC_POP,T,EMP_LFS,DK,2000 ,84.2 
Y25-54,PC_POP,T,EMP_LFS,EA19,2000 ,75.5 
Y25-54,PC_POP,T,EMP_LFS,EE,2000 ,74.5 b
Y25-54,PC_POP,T,EMP_LFS,EL,2000 ,70.5 
Y25-54,PC_POP,T,EMP_LFS,ES,2000 ,68.4 
Y25-54,PC_POP,T,EMP_LFS,EU15,2000 ,76.5 
Y25-54,PC_POP,T,EMP_LFS,EU27_2020,2000 ,75.3 
Y25-54,PC_POP,T,EMP_LFS,EU28,2000 ,75.9 
Y25-54,PC_POP,T,EMP_LFS,FI,2000 ,80.8 b
Y25-54,PC_POP,T,EMP_LFS,FR,2000 ,: 
Y25-54,PC_POP,T,EMP_LFS,FX,2000 ,79.0 e
Y25-54,PC_POP,T,EMP_LFS,HR,2000 ,69.7 e
Y25-54,PC_POP,T,EMP_LFS,HU,2000 ,73.0 
Y25-54,PC_POP,T,EMP_LFS,IE,2000 ,75.4 
Y25-54,PC_POP,T,EMP_LFS,IS,2000 ,: 
Y25-54,PC_POP,T,EMP_LFS,IT,2000 ,68.0 
Y25-54,PC_POP,T,EMP_LFS,LT,2000 ,75.1 e
Y25-54,PC_POP,T,EMP_LFS,LU,2000 ,77.9 e
Y25-54,PC_POP,T,EMP_LFS,LV,2000 ,73.6 e
Y25-54,PC_POP,T,EMP_LFS,ME,2000 ,: 
Y25-54,PC_POP,T,EMP_LFS,MK,2000 ,: 
Y25-54,PC_POP,T,EMP_LFS,MT,2000 ,61.0 e
Y25-54,PC_POP,T,EMP_LFS,NL,2000 ,81.7 
Y25-54,PC_POP,T,EMP_LFS,NO,2000 ,85.3 
Y25-54,PC_POP,T,EMP_LFS,PL,2000 ,70.9 b
Y25-54,PC_POP,T,EMP_LFS,PT,2000 ,81.8 
Y25-54,PC_POP,T,EMP_LFS,RO,2000 ,77.5 
Y25-54,PC_POP,T,EMP_LFS,RS,2000 ,: 
Y25-54,PC_POP,T,EMP_LFS,SE,2000 ,82.9 e
Y25-54,PC_POP,T,EMP_LFS,SI,2000 ,82.6 
Y25-54,PC_POP,T,EMP_LFS,SK,2000 ,74.7 
Y25-54,PC_POP,T,EMP_LFS,TR,2000 ,: 
Y25-54,PC_POP,T,EMP_LFS,UK,2000 ,80.2 
Y25-54,THS_PER,F,ACT,AT,2000 ,1357 
Y25-54,THS_PER,F,ACT,BE,2000 ,1595 
Y25-54,THS_PER,F,ACT,BG,2000 ,1348 
Y25-54,THS_PER,F,ACT,CH,2000 ,: 
Y25-54,THS_PER,F,ACT,CY,2000 ,101 e
Y25-54,THS_PER,F,ACT,CZ,2000 ,1831 
Y25-54,THS_PER,F,ACT,DE,2000 ,13185 e
Y25-54,THS_PER,F,ACT,DK,2000 ,983 
Y25-54,THS_PER,F,ACT,EA19,2000 ,48781 
Y25-54,THS_PER,F,ACT,EE,2000 ,250 b
Y25-54,THS_PER,F,ACT,EL,2000 ,1387 
Y25-54,THS_PER,F,ACT,ES,2000 ,5511 
Y25-54,THS_PER,F,ACT,EU15,2000 ,58096 
Y25-54,THS_PER,F,ACT,EU27_2020,2000 ,66585 
Y25-54,THS_PER,F,ACT,EU28,2000 ,76165 
Y25-54,THS_PER,F,ACT,FI,2000 ,943 b
Y25-54,THS_PER,F,ACT,FR,2000 ,: 
Y25-54,THS_PER,F,ACT,FX,2000 ,9840 e
Y25-54,THS_PER,F,ACT,HR,2000 ,659 e
Y25-54,THS_PER,F,ACT,HU,2000 ,1495 
Y25-54,THS_PER,F,ACT,IE,2000 ,514 
Y25-54,THS_PER,F,ACT,IS,2000 ,: 
Y25-54,THS_PER,F,ACT,IT,2000 ,7276 
Y25-54,THS_PER,F,ACT,LT,2000 ,659 e
Y25-54,THS_PER,F,ACT,LU,2000 ,62 e
Y25-54,THS_PER,F,ACT,LV,2000 ,416 e
Y25-54,THS_PER,F,ACT,ME,2000 ,: 
Y25-54,THS_PER,F,ACT,MK,2000 ,: 
Y25-54,THS_PER,F,ACT,MT,2000 ,28 e
Y25-54,THS_PER,F,ACT,NL,2000 ,2619 
Y25-54,THS_PER,F,ACT,NO,2000 ,796 
Y25-54,THS_PER,F,ACT,PL,2000 ,6373 b
Y25-54,THS_PER,F,ACT,PT,2000 ,1710 
Y25-54,THS_PER,F,ACT,RO,2000 ,3580 
Y25-54,THS_PER,F,ACT,RS,2000 ,: 
Y25-54,THS_PER,F,ACT,SE,2000 ,1534 e
Y25-54,THS_PER,F,ACT,SI,2000 ,366 
Y25-54,THS_PER,F,ACT,SK,2000 ,962 
Y25-54,THS_PER,F,ACT,TR,2000 ,: 
Y25-54,THS_PER,F,ACT,UK,2000 ,9580 
Y25-54,THS_PER,F,EMP_LFS,AT,2000 ,1309 
Y25-54,THS_PER,F,EMP_LFS,BE,2000 ,1473 
Y25-54,THS_PER,F,EMP_LFS,BG,2000 ,1145 
Y25-54,THS_PER,F,EMP_LFS,CH,2000 ,: 
Y25-54,THS_PER,F,EMP_LFS,CY,2000 ,94 e
Y25-54,THS_PER,F,EMP_LFS,CZ,2000 ,1651 
Y25-54,THS_PER,F,EMP_LFS,DE,2000 ,12183 e
Y25-54,THS_PER,F,EMP_LFS,DK,2000 ,934 
Y25-54,THS_PER,F,EMP_LFS,EA19,2000 ,43848 
Y25-54,THS_PER,F,EMP_LFS,EE,2000 ,218 b
Y25-54,THS_PER,F,EMP_LFS,EL,2000 ,1178 
Y25-54,THS_PER,F,EMP_LFS,ES,2000 ,4474 
Y25-54,THS_PER,F,EMP_LFS,EU15,2000 ,53022 
Y25-54,THS_PER,F,EMP_LFS,EU27_2020,2000 ,59734 
Y25-54,THS_PER,F,EMP_LFS,EU28,2000 ,68935 
Y25-54,THS_PER,F,EMP_LFS,FI,2000 ,859 b
Y25-54,THS_PER,F,EMP_LFS,FR,2000 ,: 
Y25-54,THS_PER,F,EMP_LFS,FX,2000 ,8824 e
Y25-54,THS_PER,F,EMP_LFS,HR,2000 ,560 e
Y25-54,THS_PER,F,EMP_LFS,HU,2000 ,1421 
Y25-54,THS_PER,F,EMP_LFS,IE,2000 ,492 
Y25-54,THS_PER,F,EMP_LFS,IS,2000 ,: 
Y25-54,THS_PER,F,EMP_LFS,IT,2000 ,6399 
Y25-54,THS_PER,F,EMP_LFS,LT,2000 ,571 e
Y25-54,THS_PER,F,EMP_LFS,LU,2000 ,60 e
Y25-54,THS_PER,F,EMP_LFS,LV,2000 ,363 e
Y25-54,THS_PER,F,EMP_LFS,ME,2000 ,: 
Y25-54,THS_PER,F,EMP_LFS,MK,2000 ,: 
Y25-54,THS_PER,F,EMP_LFS,MT,2000 ,27 e
Y25-54,THS_PER,F,EMP_LFS,NL,2000 ,2535 
Y25-54,THS_PER,F,EMP_LFS,NO,2000 ,779 
Y25-54,THS_PER,F,EMP_LFS,PL,2000 ,5355 b
Y25-54,THS_PER,F,EMP_LFS,PT,2000 ,1633 
Y25-54,THS_PER,F,EMP_LFS,RO,2000 ,3355 
Y25-54,THS_PER,F,EMP_LFS,RS,2000 ,: 
Y25-54,THS_PER,F,EMP_LFS,SE,2000 ,1465 e
Y25-54,THS_PER,F,EMP_LFS,SI,2000 ,345 
Y25-54,THS_PER,F,EMP_LFS,SK,2000 ,810 
Y25-54,THS_PER,F,EMP_LFS,TR,2000 ,: 
Y25-54,THS_PER,F,EMP_LFS,UK,2000 ,9202 
Y25-54,THS_PER,M,ACT,AT,2000 ,1680 
Y25-54,THS_PER,M,ACT,BE,2000 ,2060 
Y25-54,THS_PER,M,ACT,BG,2000 ,1420 
Y25-54,THS_PER,M,ACT,CH,2000 ,: 
Y25-54,THS_PER,M,ACT,CY,2000 ,133 e
Y25-54,THS_PER,M,ACT,CZ,2000 ,2155 
Y25-54,THS_PER,M,ACT,DE,2000 ,16513 e
Y25-54,THS_PER,M,ACT,DK,2000 ,1067 
Y25-54,THS_PER,M,ACT,EA19,2000 ,63830 
Y25-54,THS_PER,M,ACT,EE,2000 ,256 b
Y25-54,THS_PER,M,ACT,EL,2000 ,2088 
Y25-54,THS_PER,M,ACT,ES,2000 ,8219 
Y25-54,THS_PER,M,ACT,EU15,2000 ,74841 
Y25-54,THS_PER,M,ACT,EU27_2020,2000 ,84170 
Y25-54,THS_PER,M,ACT,EU28,2000 ,95463 
Y25-54,THS_PER,M,ACT,FI,2000 ,1040 b
Y25-54,THS_PER,M,ACT,FR,2000 ,: 
Y25-54,THS_PER,M,ACT,FX,2000 ,11532 e
Y25-54,THS_PER,M,ACT,HR,2000 ,735 e
Y25-54,THS_PER,M,ACT,HU,2000 ,1759 
Y25-54,THS_PER,M,ACT,IE,2000 ,728 
Y25-54,THS_PER,M,ACT,IS,2000 ,: 
Y25-54,THS_PER,M,ACT,IT,2000 ,11435 
Y25-54,THS_PER,M,ACT,LT,2000 ,633 e
Y25-54,THS_PER,M,ACT,LU,2000 ,94 e
Y25-54,THS_PER,M,ACT,LV,2000 ,413 e
Y25-54,THS_PER,M,ACT,ME,2000 ,: 
Y25-54,THS_PER,M,ACT,MK,2000 ,: 
Y25-54,THS_PER,M,ACT,MT,2000 ,79 e
Y25-54,THS_PER,M,ACT,NL,2000 ,3458 
Y25-54,THS_PER,M,ACT,NO,2000 ,903 
Y25-54,THS_PER,M,ACT,PL,2000 ,7318 b
Y25-54,THS_PER,M,ACT,PT,2000 ,1973 
Y25-54,THS_PER,M,ACT,RO,2000 ,4223 
Y25-54,THS_PER,M,ACT,RS,2000 ,: 
Y25-54,THS_PER,M,ACT,SE,2000 ,1664 e
Y25-54,THS_PER,M,ACT,SI,2000 ,409 
